,"School Name","Full Address","Street Address",City,State,"Zip Code",Country,"School Type",Website,Description,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
72,"Foothills Adventist Elementary School","711 Sunnyside Rd, Saint Helena, CA, 94574-9742, USA","711 Sunnyside Rd","Saint Helena",CA,94574-9742,USA,K-08,https://www.adventisteducation.org/schools/ANPI45,[],38.53767,-122.46823,1,rooftop,711,"Sunnyside Rd",,,"Saint Helena",CA,"Napa County",94574,US,"Napa County"
73,"Fortuna Junior Academy","1200 Ross Hill Rd, Fortuna, CA, 95540-3402, USA","1200 Ross Hill Rd",Fortuna,CA,95540-3402,USA,K-08,https://www.adventisteducation.org/schools/ANPI51,"Fortuna Junior Academy is dedicated to nurturing students in a desire to know God and contribute to their earthly community and the Kingdom of God.",40.575833,-124.144048,1,rooftop,1200,"Ross Hill Rd",,,Fortuna,CA,"Humboldt County",95540,US,"Humboldt County"
74,"Fresno Adventist Academy","5397 E Olive Ave, Fresno, CA, 93727-2522, USA","5397 E Olive Ave",Fresno,CA,93727-2522,USA,K-12,https://www.adventisteducation.org/schools/ANP81V,[],36.759549,-119.711404,1,rooftop,5397,"E Olive Ave",,,Fresno,CA,"Fresno County",93727,US,"Fresno County"
75,"Galt Adventist School","619 Myrtle Ave, Galt, CA, 95632-1725, USA","619 Myrtle Ave",Galt,CA,95632-1725,USA,K-08,https://www.adventisteducation.org/schools/ANPI54,[],38.257525,-121.303585,1,rooftop,619,"Myrtle Ave",,,Galt,CA,"Sacramento County",95632,US,"Sacramento County CC BY 4.0"
76,"Glendale Adventist Academy","700 Kimlin Dr, Glendale, CA, 91206-1641, USA","700 Kimlin Dr",Glendale,CA,91206-1641,USA,K-12,https://www.adventisteducation.org/schools/ANPP21,[],34.158027,-118.226764,1,rooftop,700,"Kimlin Dr",,,Glendale,CA,"Los Angeles County",91206,US,"Indemnification Los Angeles County"
77,"Hilltop Christian Preschool","2200 Country Hills Dr, Antioch, CA, 94509-7403, USA","2200 Country Hills Dr",Antioch,CA,94509-7403,USA,ECP,https://www.adventisteducation.org/schools/ANPIHC,[],37.968156,-121.781624,1,rooftop,2200,"Country Hills Dr",,,Antioch,CA,"Contra Costa County",94509,US,"Contra Costa County"
78,"Hilltop Christian School","2200 Country Hills Dr, Antioch, CA, 94509-7403, USA","2200 Country Hills Dr",Antioch,CA,94509-7403,USA,K-08,https://www.adventisteducation.org/schools/ANPI13,"Hilltop Christian School exists to show children Jesus, nurture their love for Him and other, teach them to think and empower them to serve.",37.968156,-121.781624,1,rooftop,2200,"Country Hills Dr",,,Antioch,CA,"Contra Costa County",94509,US,"Contra Costa County"
79,"Hollister SDA Christian School","400 Isabel Lane, Hollister, CA, 95023, USA","400 Isabel Lane",Hollister,CA,95023,USA,K-08,https://www.adventisteducation.org/schools/ANP833,[],36.867414,-121.376766,1,rooftop,400,"Isabel Ln",,,Hollister,CA,"San Benito County",95023,US,"San Benito"
80,"Iruka Yochien Preschool","2120 S Stimson Ave, Hacienda Heights, CA, 91745-4625, USA","2120 S Stimson Ave","Hacienda Heights",CA,91745-4625,USA,ECP,https://www.adventisteducation.org/schools/ANPP23,[],33.994328,-117.964047,1,rooftop,2120,"S Stimson Ave",,,"Hacienda Heights",CA,"Los Angeles County",91745,US,"Indemnification Los Angeles County"
81,"Kiddie Kollege Christian Preschool","95 N Forest Rd, Sonora, CA, 95370-4815, USA","95 N Forest Rd",Sonora,CA,95370-4815,USA,ECP,https://www.adventisteducation.org/schools/ANP8SK,[],37.984885,-120.391586,1,rooftop,95,"Forest Rd N",,,Sonora,CA,"Tuolumne County",95370,US,"Tuolumne County"
82,"Kingdom Kids Christian Preschool","5810 Pecan Ave, Orangevale, CA, 95662-4623, USA","5810 Pecan Ave",Orangevale,CA,95662-4623,USA,ECP,https://www.adventisteducation.org/schools/ANPIKK,[],38.671044,-121.219952,1,rooftop,5810,"Pecan Ave",,,Orangevale,CA,"Sacramento County",95662,US,"Sacramento County CC BY 4.0"
83,"La Sierra Academy","4900 Golden Ave, Riverside, CA, 92505-3225, USA","4900 Golden Ave",Riverside,CA,92505-3225,USA,K-12,https://www.adventisteducation.org/schools/ANPM2B,[],33.916976,-117.494314,1,rooftop,4900,"Golden Ave",,,Riverside,CA,"Riverside County",92505,US,"City of Riverside"
84,"La Sierra Academy Children's Center","4900 Golden Ave, Riverside, CA, 92505-3225, USA","4900 Golden Ave",Riverside,CA,92505-3225,USA,ECP,https://www.adventisteducation.org/schools/ANPM2A,[],33.916976,-117.494314,1,rooftop,4900,"Golden Ave",,,Riverside,CA,"Riverside County",92505,US,"City of Riverside"
85,"La Sierra University","4500 Riverwalk Pkwy, Riverside, CA, 92505-3344, USA","4500 Riverwalk Pkwy",Riverside,CA,92505-3344,USA,University,https://www.adventisteducation.org/schools/ANP12L,[],33.909846,-117.49524,1,rooftop,4500,"Riverwalk Pkwy",,,Riverside,CA,"Riverside County",92505,US,"City of Riverside"
86,"Laguna Niguel Junior Academy","29702 Kensington Dr, Laguna Niguel, CA, 92677-1658, USA","29702 Kensington Dr","Laguna Niguel",CA,92677-1658,USA,K-08,https://www.adventisteducation.org/schools/ANPM45,[],33.532065,-117.719761,1,rooftop,29702,"Kensington Dr",,,"Laguna Niguel",CA,"Orange County",92677,US,"CC0 1.0"
87,"Linda Vista Adventist School","5050 Perry Way, Oxnard, CA, 93036-1032, USA","5050 Perry Way",Oxnard,CA,93036-1032,USA,K-08,https://www.adventisteducation.org/schools/ANPP52,[],34.258735,-119.148358,1,range_interpolation,5050,"Perry Way",,,Oxnard,CA,"Ventura County",93036,US,"TIGER/Line® dataset from the US Census Bureau"
88,"Lodi Academy","1230 S Central Ave, Lodi, CA, 95240-5907, USA","1230 S Central Ave",Lodi,CA,95240-5907,USA,9-12,https://www.adventisteducation.org/schools/ANPI2C,[],38.11801,-121.262738,1,rooftop,1230,"S Central Ave",,,Lodi,CA,"San Joaquin County",95240,US,"San Joaquin County"
89,"Lodi SDA Elementary School","1240 S Central Ave, Lodi, CA, 95240-5907, USA","1240 S Central Ave",Lodi,CA,95240-5907,USA,K-08,https://www.adventisteducation.org/schools/ANPI69,[],38.11801,-121.262738,0.89,nearest_rooftop_match,1230,"S Central Ave",,,Lodi,CA,"San Joaquin County",95240,US,"San Joaquin County"
90,"Loma Linda Academy","10656 Anderson St, Loma Linda, CA, 92354-2104, USA","10656 Anderson St","Loma Linda",CA,92354-2104,USA,K-12,https://www.adventisteducation.org/schools/ANPM2E,"A prek-12 school/children's center, Loma Linda Academy's mission is for students to grow in God’s grace, thrive intellectually, develop true friendships, embrace healthful living.",34.06011,-117.26328,1,rooftop,10656,"Anderson St",,,"Loma Linda",CA,"San Bernardino County",92354,US,"San Bernardino"
91,"Loma Linda Academy Children's Center","25228 Shepardson Dr, Loma Linda, CA, 92354-2954, USA","25228 Shepardson Dr","Loma Linda",CA,92354-2954,USA,ECP,https://www.adventisteducation.org/schools/ANPMLO,[],34.053077,-117.254167,1,rooftop,25228,"Shepardson Dr",,,"Loma Linda",CA,"San Bernardino County",92354,US,"San Bernardino"
92,"Loma Linda University","11092 Anderson St, Loma Linda, CA, 92350-1706, USA","11092 Anderson St","Loma Linda",CA,92350-1706,USA,University,https://www.adventisteducation.org/schools/A1112L,[],34.050959,-117.263435,1,rooftop,11092,"Anderson St",,,"Loma Linda",CA,"San Bernardino County",92350,US,"San Bernardino"
93,"Los Angeles Adventist Academy","846 E El Segundo Blvd, Los Angeles, CA, 90059-3310, USA","846 E El Segundo Blvd","Los Angeles",CA,90059-3310,USA,K-08,https://www.adventisteducation.org/schools/ANPP2G,[],33.916094,-118.259332,1,rooftop,846,"E El Segundo Blvd",,,"Los Angeles",CA,"Los Angeles County",90059,US,"Indemnification Los Angeles County"
94,"Los Angeles Discoveryland Preschool","846 E El Segundo Blvd, Los Angeles, CA, 90059-3310, USA","846 E El Segundo Blvd","Los Angeles",CA,90059-3310,USA,ECP,https://www.adventisteducation.org/schools/ANPP2C,[],33.916094,-118.259332,1,rooftop,846,"E El Segundo Blvd",,,"Los Angeles",CA,"Los Angeles County",90059,US,"Indemnification Los Angeles County"
95,"Los Banos Adventist Christian School","404 Overland Rd, Los Banos, CA, 93635-9708, USA","404 Overland Rd","Los Banos",CA,93635-9708,USA,K-08,https://www.adventisteducation.org/schools/ANP845,[],37.074655,-120.84722,0.95,rooftop,404,"Overland Ave",,,"Los Banos",CA,"Merced County",93635,US,"Merced County"
96,"Mentone SDA School","1230 Olivine Ave, Mentone, CA, 92359-1222, USA","1230 Olivine Ave",Mentone,CA,92359-1222,USA,K-08,https://www.adventisteducation.org/schools/ANPMAA,[],34.067945,-117.127992,1,rooftop,1230,"Olivine Ave",,,Mentone,CA,"San Bernardino County",92359,US,"City of Redlands"
97,"Mesa Grande Academy","975 Fremont St, Calimesa, CA, 92320-1439, USA","975 Fremont St",Calimesa,CA,92320-1439,USA,K-12,https://www.adventisteducation.org/schools/ANPM2M,[],34.001385,-117.025611,1,range_interpolation,975,"Fremont St",,,Calimesa,CA,"Riverside County",92320,US,"TIGER/Line® dataset from the US Census Bureau"
98,"Mesa Grande Academy Children's Center","940 2nd St, Calimesa, CA, 92320-1202, USA","940 2nd St",Calimesa,CA,92320-1202,USA,ECP,https://www.adventisteducation.org/schools/ANPM2C,[],34.003065,-117.043344,1,range_interpolation,940,"2nd St",,,Calimesa,CA,"Riverside County",92320,US,"TIGER/Line® dataset from the US Census Bureau"
99,"Middletown Adventist School","21640 S State Highway 29, Middletown, CA, 95461, USA","21640 S State Highway 29",Middletown,CA,95461,USA,K-08,https://www.adventisteducation.org/schools/ANPI75,[],38.74169,-122.622085,1,rooftop,21640,"S State Hwy 29",,,Middletown,CA,"Lake County",95461,US,"Lake County"
100,"Milpitas Discoveryland","1991 Landess Ave, Milpitas, CA, 95035-7071, USA","1991 Landess Ave",Milpitas,CA,95035-7071,USA,ECP,https://www.adventisteducation.org/schools/ANP8MD,[],37.419424,-121.868508,1,rooftop,1991,"Landess Ave",,,Milpitas,CA,"Santa Clara County",95035,US,"Santa Clara County"
101,"Miramonte Christian School","1175 Altamead Dr, Los Altos, CA, 94024-5502, USA","1175 Altamead Dr","Los Altos",CA,94024-5502,USA,K-08,https://www.adventisteducation.org/schools/ANP851,[],37.361522,-122.081141,1,rooftop,1175,"Altamead Dr",,,"Los Altos",CA,"Santa Clara County",94024,US,"Santa Clara County"
102,"Monterey Bay Academy","783 San Andreas Rd, La Selva Beach, CA, 95076-1907, USA","783 San Andreas Rd","La Selva Beach",CA,95076-1907,USA,9-12,https://www.adventisteducation.org/schools/ANP82O,[],36.908982,-121.837998,1,rooftop,783,"San Andreas Rd",,,Watsonville,CA,"Santa Cruz County",95076,US,"Santa Cruz County"
103,"Mother Lode Adventist Junior Academy","80 N Forest Rd, Sonora, CA, 95370-4801, USA","80 N Forest Rd",Sonora,CA,95370-4801,USA,K-10,https://www.adventisteducation.org/schools/ANP857,[],37.984183,-120.392743,1,rooftop,80,"Forest Rd N",,,Sonora,CA,"Tuolumne County",95370,US,"Tuolumne County"
104,"Mountain View Academy","360 S Shoreline Blvd, Mountain View, CA, 94041-1210, USA","360 S Shoreline Blvd","Mountain View",CA,94041-1210,USA,9-12,https://www.adventisteducation.org/schools/ANP82Q,"Mountain View Academy, a Seventh-day Adventist Christian high school, provides a strong curriculum that focuses on developing the whole student spiritually, intellectually, physically, and socially.",37.393946,-122.08488,1,rooftop,360,"S Shoreline Blvd",,,"Mountain View",CA,"Santa Clara County",94041,US,"City of Mountain View"
105,"Murrieta Springs Adventist Christian Sch","32477 Starbuck Cir, Murrieta, CA, 92562-4207, USA","32477 Starbuck Cir",Murrieta,CA,92562-4207,USA,K-08,https://www.adventisteducation.org/schools/ANPMMW,[],33.582113,-117.242522,1,range_interpolation,32477,"Starbuck Cir",,,Murrieta,CA,"Riverside County",92562,US,"TIGER/Line® dataset from the US Census Bureau"
106,"Napa Christian Campus of Ed","2201 Pine St, Napa, CA, 94559-3120, USA","2201 Pine St",Napa,CA,94559-3120,USA,K-12,https://www.adventisteducation.org/schools/ANPI2K,[],38.290827,-122.299119,1,rooftop,2201,"Pine St",,,Napa,CA,"Napa County",94559,US,"Napa County"
107,"Needles SDA School","1405 Lillyhill Dr, Needles, CA, 92363-3422, USA","1405 Lillyhill Dr",Needles,CA,92363-3422,USA,K-08,https://www.adventisteducation.org/schools/ANPM66,[],34.828639,-114.612194,1,rooftop,1405,"Lillyhill Dr",,,Needles,CA,"San Bernardino County",92363,US,"San Bernardino"
108,"Newbury Park Adventist Academy","180 Academy Dr, Newbury Park, CA, 91320-1102, USA","180 Academy Dr","Newbury Park",CA,91320-1102,USA,K-08,https://www.adventisteducation.org/schools/ANPP2S,[],34.194831,-118.936425,1,rooftop,180,"Academy Dr",,,"Newbury Park",CA,"Ventura County",91320,US,"Ventura County"
109,"Oceanside Adventist Elementary","1943 California St, Oceanside, CA, 92054-5603, USA","1943 California St",Oceanside,CA,92054-5603,USA,K-08,https://www.adventisteducation.org/schools/ANPMOC,"Oceanside Adventist Elementary is dedicated to offering quality Christian education at an affordable price and preparing students to make a positive difference in their communities.",33.18966,-117.348628,1,rooftop,1943,"California St",,,Oceanside,CA,"San Diego County",92054,US,"San Diego Geographic Information Source - JPA"
110,"Orangevale SDA School","5810 Pecan Ave, Orangevale, CA, 95662-4623, USA","5810 Pecan Ave",Orangevale,CA,95662-4623,USA,K-08,https://www.adventisteducation.org/schools/ANPI93,[],38.671044,-121.219952,1,rooftop,5810,"Pecan Ave",,,Orangevale,CA,"Sacramento County",95662,US,"Sacramento County CC BY 4.0"
111,"Orangewood Academy","13732 Clinton St, Garden Grove, CA, 92843-4113, USA","13732 Clinton St","Garden Grove",CA,92843-4113,USA,K-12,https://www.adventisteducation.org/schools/ANPM2W,[],33.764301,-117.91047,1,rooftop,13732,"Clinton St",,,"Garden Grove",CA,"Orange County",92843,US,"City of Garden Grove"
112,"Pacific Union College","1 Angwin Ave, Angwin, CA, 94508-9713, USA","1 Angwin Ave",Angwin,CA,94508-9713,USA,University,https://www.adventisteducation.org/schools/ANP12Y,[],38.570518,-122.443012,1,rooftop,1,"Angwin Ave",,,Angwin,CA,"Napa County",94508,US,"Napa County"
113,"Paradise Adventist Academy","5699 Academy Dr, Paradise, CA, 95969-4702, USA","5699 Academy Dr",Paradise,CA,95969-4702,USA,9-12,https://www.adventisteducation.org/schools/ANPIPA,[],39.753622,-121.618276,1,rooftop,5699,"Academy Dr",,,Paradise,CA,"Butte County",95969,US,"Butte County"
114,"Paradise Adventist Elementary School","5699 Academy Dr, Paradise, CA, 95969-4702, USA","5699 Academy Dr",Paradise,CA,95969-4702,USA,K-08,https://www.adventisteducation.org/schools/ANPI96,[],39.753622,-121.618276,1,rooftop,5699,"Academy Dr",,,Paradise,CA,"Butte County",95969,US,"Butte County"
115,"Peninsula Adventist School","1025 Mescal St, Seaside, CA, 93955-6109, USA","1025 Mescal St",Seaside,CA,93955-6109,USA,K-08,https://www.adventisteducation.org/schools/ANP869,[],36.597496,-121.829865,1,rooftop,1025,"Mescal St",,,Seaside,CA,"Monterey County",93955,US,"Monterey County"
116,"Pine Hills Adventist Academy","13500 Richards Ln, Auburn, CA, 95603-9071, USA","13500 Richards Ln",Auburn,CA,95603-9071,USA,K-08,https://www.adventisteducation.org/schools/ANPI99,[],38.941973,-121.063555,1,rooftop,13500,"Richards Ln",,,Auburn,CA,"Placer County",95603,US,"County of Placer"
117,"Pleasant Hill Adventist Academy","796 Grayson Rd, Pleasant Hill, CA, 94523-2640, USA","796 Grayson Rd","Pleasant Hill",CA,94523-2640,USA,K-12,https://www.adventisteducation.org/schools/ANPIPN,[],37.945889,-122.089208,1,rooftop,796,"Grayson Rd",,,"Pleasant Hill",CA,"Contra Costa County",94523,US,"Contra Costa County"
118,"PUC Elementary School","135 Neilsen Ct, Angwin, CA, 94508-9667, USA","135 Neilsen Ct",Angwin,CA,94508-9667,USA,K-08,https://www.adventisteducation.org/schools/ANPI2P,"For more than 100 years, Pacific Union College Elementary School has provided quality, Christian education to children in kindergarten through eighth grade. Our diverse curriculum features a strong focus on core subjects, integrated with art, music, sports, culture, and Christian values.",38.565834,-122.440338,1,rooftop,135,"Neilsen Ct",,,Angwin,CA,"Napa County",94508,US,"Napa County"
119,"PUC Preparatory School","1 Angwin Ave, Angwin, CA, 94508-9713, USA","1 Angwin Ave",Angwin,CA,94508-9713,USA,9-12,https://www.adventisteducation.org/schools/ANPI2R,[],38.570518,-122.443012,1,rooftop,1,"Angwin Ave",,,Angwin,CA,"Napa County",94508,US,"Napa County"
120,"Redding Adventist Academy","1356 E Cypress Ave, Redding, CA, 96002-1216, USA","1356 E Cypress Ave",Redding,CA,96002-1216,USA,K-10,https://www.adventisteducation.org/schools/ANPIB3,[],40.572332,-122.346779,1,rooftop,1356,"E Cypress Ave",,,Redding,CA,"Shasta County",96002,US,"Shasta County"
121,"Redlands Adventist Academy","130 Tennessee St, Redlands, CA, 92373-4439, USA","130 Tennessee St",Redlands,CA,92373-4439,USA,K-12,https://www.adventisteducation.org/schools/ANPM3A,[],34.053473,-117.199349,1,rooftop,130,"Tennessee St",,,Redlands,CA,"San Bernardino County",92373,US,"City of Redlands"
122,"Redwood Adventist Academy","385 Mark West Springs Rd, Santa Rosa, CA, 95404-1101, USA","385 Mark West Springs Rd","Santa Rosa",CA,95404-1101,USA,K-08,https://www.adventisteducation.org/schools/ANPIB7,[],38.502149,-122.738316,1,rooftop,385,"Mark West Springs Rd",,,"Santa Rosa",CA,"Sonoma County",95404,US,"County of Sonoma Sonoma County"
123,"Ridgecrest Adventist Elementary","555 W Las Flores Ave, Ridgecrest, CA, 93555-3401, USA","555 W Las Flores Ave",Ridgecrest,CA,93555-3401,USA,K-08,https://www.adventisteducation.org/schools/ANPP48,[],35.629422,-117.681006,1,rooftop,555,"W Las Flores Ave",,,Ridgecrest,CA,"Kern County",93555,US,"Kern County"
124,"Rio Lindo Adventist Academy","3200 Rio Lindo Ave, Healdsburg, CA, 95448-9411, USA","3200 Rio Lindo Ave",Healdsburg,CA,95448-9411,USA,9-12,https://www.adventisteducation.org/schools/ANPI33,[],38.627361,-122.842441,1,rooftop,3200,"Rio Lindo Ave",,,Healdsburg,CA,"Sonoma County",95448,US,"County of Sonoma Sonoma County"
