,School Name,Full Address,Street Address,City,State,Zip Code,Country,School Type,Website,Description
117,Pleasant Hill Adventist Academy,"796 Grayson Rd, Pleasant Hill, CA, 94523-2640, USA",796 Grayson Rd,Pleasant Hill,CA,94523-2640,USA,K-12,https://www.adventisteducation.org/schools/ANPIPN,[]
118,PUC Elementary School,"135 Neilsen Ct, Angwin, CA, 94508-9667, USA",135 Neilsen Ct,Angwin,CA,94508-9667,USA,K-08,https://www.adventisteducation.org/schools/ANPI2P,"For more than 100 years, Pacific Union College Elementary School has provided quality, Christian education to children in kindergarten through eighth grade. Our diverse curriculum features a strong focus on core subjects, integrated with art, music, sports, culture, and Christian values."
119,PUC Preparatory School,"1 Angwin Ave, Angwin, CA, 94508-9713, USA",1 Angwin Ave,Angwin,CA,94508-9713,USA,9-12,https://www.adventisteducation.org/schools/ANPI2R,[]
120,Redding Adventist Academy,"1356 E Cypress Ave, Redding, CA, 96002-1216, USA",1356 E Cypress Ave,Redding,CA,96002-1216,USA,K-10,https://www.adventisteducation.org/schools/ANPIB3,[]
121,Redlands Adventist Academy,"130 Tennessee St, Redlands, CA, 92373-4439, USA",130 Tennessee St,Redlands,CA,92373-4439,USA,K-12,https://www.adventisteducation.org/schools/ANPM3A,[]
122,Redwood Adventist Academy,"385 Mark West Springs Rd, Santa Rosa, CA, 95404-1101, USA",385 Mark West Springs Rd,Santa Rosa,CA,95404-1101,USA,K-08,https://www.adventisteducation.org/schools/ANPIB7,[]
123,Ridgecrest Adventist Elementary,"555 W Las Flores Ave, Ridgecrest, CA, 93555-3401, USA",555 W Las Flores Ave,Ridgecrest,CA,93555-3401,USA,K-08,https://www.adventisteducation.org/schools/ANPP48,[]
124,Rio Lindo Adventist Academy,"3200 Rio Lindo Ave, Healdsburg, CA, 95448-9411, USA",3200 Rio Lindo Ave,Healdsburg,CA,95448-9411,USA,9-12,https://www.adventisteducation.org/schools/ANPI33,[]
125,Sac Adventist Academy ECEC,"5601 Winding Way, Carmichael, CA, 95608-1212, USA",5601 Winding Way,Carmichael,CA,95608-1212,USA,ECP,https://www.adventisteducation.org/schools/ANPISP,[]
126,Sacramento Adventist Academy,"5601 Winding Way, Carmichael, CA, 95608-1212, USA",5601 Winding Way,Carmichael,CA,95608-1212,USA,K-12,https://www.adventisteducation.org/schools/ANPI3B,[]
127,San Antonio Christian School,"1722 E 8th St, Ontario, CA, 91764-1234, USA",1722 E 8th St,Ontario,CA,91764-1234,USA,K-08,https://www.adventisteducation.org/schools/ANPMSE,"Our school offers a Christ-centered environment providing a multi-faceted education focused on leading children to Christ, while guiding and motivating students to be successful in life."
128,San Diego Academy,"2800 E 4th St, National City, CA, 91950-3057, USA",2800 E 4th St,National City,CA,91950-3057,USA,K-12,https://www.adventisteducation.org/schools/ANPM3D,[]
129,San Fernando Valley Academy,"17601 Lassen St, Northridge, CA, 91325-1408, USA",17601 Lassen St,Northridge,CA,91325-1408,USA,K-12,https://www.adventisteducation.org/schools/ANPP3F,[]
130,San Francisco Adventist School,"66 Geneva Ave, San Francisco, CA, 94112-2304, USA",66 Geneva Ave,San Francisco,CA,94112-2304,USA,K-08,https://www.adventisteducation.org/schools/ANP872,[]
131,San Gabriel Academy,"8827 E Broadway, San Gabriel, CA, 91776-2113, USA",8827 E Broadway,San Gabriel,CA,91776-2113,USA,K-12,https://www.adventisteducation.org/schools/ANPP3H,"At San Gabriel Academy, we believe that the highest education aligns with our Christ-centered philosophy and seeks to unfold God's plan for students’ lives."
132,Saniku East West Language School,"16110 La Salle Ave, Gardena, CA, 90247-3754, USA",16110 La Salle Ave,Gardena,CA,90247-3754,USA,K-08,https://www.adventisteducation.org/schools/ANPP27,[]
133,Saniku Gakuin Japanese School,"4660 Eastus Dr, San Jose, CA, 95129-3246, USA",4660 Eastus Dr,San Jose,CA,95129-3246,USA,K-08,https://www.adventisteducation.org/schools/ANP842,[]
134,SFVA Child Development Center,"17601 Lassen St, Northridge, CA, 91325-1408, USA",17601 Lassen St,Northridge,CA,91325-1408,USA,ECP,https://www.adventisteducation.org/schools/ANPP2B,[]
135,Sierra View Junior Academy,"19933 Avenue 256, Exeter, CA, 93221-9648, USA",19933 Avenue 256,Exeter,CA,93221-9648,USA,K-10,https://www.adventisteducation.org/schools/ANP875,"Sierra View Junior Academy serves as a private, co-educational, Christian School, located in Exeter, California. We offer an education from T-K through grade ten. We strive to help each student Know God, Love God and Share God."
136,South Bay Christian School,"4400 Del Amo Blvd, Torrance, CA, 90503-2121, USA",4400 Del Amo Blvd,Torrance,CA,90503-2121,USA,K-08,https://www.adventisteducation.org/schools/ANPP88,[]
137,Sunrise Christian Preschool,"13732 Clinton St, Garden Grove, CA, 92843-4113, USA",13732 Clinton St,Garden Grove,CA,92843-4113,USA,ECP,https://www.adventisteducation.org/schools/ANPM69,[]
138,Susanville Adventist Christian School,"455 Cedar St, Susanville, CA, 96130-3717, USA",455 Cedar St,Susanville,CA,96130-3717,USA,K-08,https://www.adventisteducation.org/schools/ANPF60,[]
139,Templeton Hills Adventist School,"940 Templeton Hills Rd, Templeton, CA, 93465-9783, USA",940 Templeton Hills Rd,Templeton,CA,93465-9783,USA,K-08,https://www.adventisteducation.org/schools/ANP8TG,[]
140,Three Angels'Preschool and Infant Center,"6300 Telephone Rd, Ventura, CA, 93003-5338, USA",6300 Telephone Rd,Ventura,CA,93003-5338,USA,ECP,https://www.adventisteducation.org/schools/ANPP26,[]
141,Tracy SDA  Christian Elem School,"126 W 21st St, Tracy, CA, 95376-2624, USA",126 W 21st St,Tracy,CA,95376-2624,USA,K-08,https://www.adventisteducation.org/schools/ANPID7,"Nurturing students through family-centered education to be empowered by God in practicing emotional intelligence, integrity, grit and respect with each other and our community."
142,Ukiah Junior Academy,"180 Stipp Ln, Ukiah, CA, 95482-6924, USA",180 Stipp Ln,Ukiah,CA,95482-6924,USA,K-10,https://www.adventisteducation.org/schools/ANPID9,"UJA strives for every child to grow through grace in the wisdom and knowledge of God and man, cultivating Servant-Leaders devoted to God."
143,Vacaville Adventist Christian School,"4740 Allendale Rd, Vacaville, CA, 95688-8608, USA",4740 Allendale Rd,Vacaville,CA,95688-8608,USA,K-08,https://www.adventisteducation.org/schools/ANPIE3,[]
144,Valley Adventist Christian School,"12649 Indian St Ste 100, Moreno Valley, CA, 92553-2849, USA",12649 Indian St Ste 100,Moreno Valley,CA,92553-2849,USA,K-08,https://www.adventisteducation.org/schools/ANPM87,[]
145,Valley View Adventist School,"230 Vernon St, Arroyo Grande, CA, 93420-2629, USA",230 Vernon St,Arroyo Grande,CA,93420-2629,USA,K-10,https://www.adventisteducation.org/schools/ANP884,"Valley View Adventist Academy provides a Christ-filled, academically challenging, service-oriented curriculum allowing students a secure foundation and confidence to pursue goals and serve their community."
146,Valley View Children's Center,"240A Vernon St, Arroyo Grande, CA, 93420-2629, USA",240A Vernon St,Arroyo Grande,CA,93420-2629,USA,ECP,https://www.adventisteducation.org/schools/ANP8VV,[]
147,VHM Christian School,"427 Capitola Road Ext, Santa Cruz, CA, 95062-1638, USA",427 Capitola Road Ext,Santa Cruz,CA,95062-1638,USA,K-08,https://www.adventisteducation.org/schools/ANP887,[]
148,Victor Valley SDA School,"17137 Crestview Dr, Victorville, CA, 92395-4640, USA",17137 Crestview Dr,Victorville,CA,92395-4640,USA,K-08,https://www.adventisteducation.org/schools/ANPM90,[]
149,West Covina Hills SDA School,"3528 E Temple Way, West Covina, CA, 91791-2331, USA",3528 E Temple Way,West Covina,CA,91791-2331,USA,K-08,https://www.adventisteducation.org/schools/ANPP92,[]
150,Westlake SDA School,"6585 Westlake Rd, Lakeport, CA, 95453-9448, USA",6585 Westlake Rd,Lakeport,CA,95453-9448,USA,K-08,https://www.adventisteducation.org/schools/ANPIE7,"Westlake Adventist School is dedicated to provide a personalized, Christ-centered education in a safe and nurture environment."
151,Yreka Adventist Christian School,"346 Payne Ln, Yreka, CA, 96097-3441, USA",346 Payne Ln,Yreka,CA,96097-3441,USA,K-08,https://www.adventisteducation.org/schools/ANPIF7,Yreka Adventist Christian School exists to provide a spiritually oriented education for K-8 children to prepare them for the joy of service in this life and for the higher joy of service in the life to come.
152,Adventist Christian School,"612 23rd Ave, Greeley, CO, 80634-5919, USA",612 23rd Ave,Greeley,CO,80634-5919,USA,PK-08,https://www.adventisteducation.org/schools/ANGM60,"Adventist Christian School is a fully accredited K-8th school located in Greeley, Colorado. Our dedicated teaching staff is committed to providing superior, Christ-centered education."
153,Brighton Adventist Academy,"820 S 5th Ave, Brighton, CO, 80601-3227, USA",820 S 5th Ave,Brighton,CO,80601-3227,USA,PK-10,https://www.adventisteducation.org/schools/ANGM27,"Brighton Adventist Academy intentionally connects students with classroom learning, character development, and essential life skills in a Christian environment that delivers academic excellence."
154,Brighton Adventist Academy Preschool,"820 S 5th Ave, Brighton, CO, 80601-3227, USA",820 S 5th Ave,Brighton,CO,80601-3227,USA,ECP,https://www.adventisteducation.org/schools/ANGM2C,[]
155,Campion Academy,"300 42nd St SW, Loveland, CO, 80537-7520, USA",300 42nd St SW,Loveland,CO,80537-7520,USA,9-12,https://www.adventisteducation.org/schools/ANGM1G,"Campion Academy is a Seventh-day Adventist Christian boarding high school that empowers students to grow their faith, expand their minds, and serve their world."
156,Canon City Four Mile Adventist School,"3180 E Main St, Canon City, CO, 81212-9326, USA",3180 E Main St,Canon City,CO,81212-9326,USA,PK-08,https://www.adventisteducation.org/schools/ANGM30,[]
157,Cortez SDA School,"540 W 4th St, Cortez, CO, 81321-3445, USA",540 W 4th St,Cortez,CO,81321-3445,USA,PK-08,https://www.adventisteducation.org/schools/ANGM42,[]
158,Delta SDA School,"762 Meeker St, Delta, CO, 81416-1925, USA",762 Meeker St,Delta,CO,81416-1925,USA,PK-08,https://www.adventisteducation.org/schools/ANGM45,[]
159,Fort Collins Christian School,"2040 Nancy Gray Ave, Fort Collins, CO, 80525-4394, USA",2040 Nancy Gray Ave,Fort Collins,CO,80525-4394,USA,PK-08,https://www.adventisteducation.org/schools/ANGM54,[]
160,Fort Collins Christian School Preschool,"2040 Nancy Gray Ave, Fort Collins, CO, 80525-4394, USA",2040 Nancy Gray Ave,Fort Collins,CO,80525-4394,USA,ECP,https://www.adventisteducation.org/schools/ANGM2A,[]
161,Ft Morgan Lighthouse  Christian School,"PO Box 860, Fort Morgan, CO, 80701-0860, USA",PO Box 860,Fort Morgan,CO,80701-0860,USA,PK-08,https://www.adventisteducation.org/schools/ANGMLC,[]
162,HMS Richards SDA School,"342 42nd St SW, Loveland, CO, 80537-7520, USA",342 42nd St SW,Loveland,CO,80537-7520,USA,PK-08,https://www.adventisteducation.org/schools/ANGM66,Know: Jesus. Grow: In Knowledge and Character.  Go: Change the World.
163,Intermountain Adventist Academy,"550 25 1/2 Rd, Grand Junction, CO, 81505-6925, USA",550 25 1/2 Rd,Grand Junction,CO,81505-6925,USA,PK-08,https://www.adventisteducation.org/schools/ANGM69,Intermountain Adventist Academy is a K-10 Christian school committed to providing quality education in a Christ-filled environment. We have been serving the Grand Valley since opening in early 1900.
164,Mile High Academy Preschool,"1733 Dad Clark Dr, Highlands Ranch, CO, 80126-2415, USA",1733 Dad Clark Dr,Highlands Ranch,CO,80126-2415,USA,ECP,https://www.adventisteducation.org/schools/ANGM28,[]
165,Mile High Adventist Academy,"1733 Dad Clark Dr, Highlands Ranch, CO, 80126-2415, USA",1733 Dad Clark Dr,Highlands Ranch,CO,80126-2415,USA,PK-12,https://www.adventisteducation.org/schools/ANGM2R,"Mile High Academy is a community focused on learning, exploring, and serving.  We are intentional about shaping hearts and minds for Jesus."
166,Springs Adventist Academy,"5410 Palmer Park Blvd, Colorado Springs, CO, 80915-1498, USA",5410 Palmer Park Blvd,Colorado Springs,CO,80915-1498,USA,PK-08,https://www.adventisteducation.org/schools/ANGM39,[]
167,Vista Ridge Academy,"3100 Ridgeview Dr, Erie, CO, 80516-7981, USA",3100 Ridgeview Dr,Erie,CO,80516-7981,USA,PK-08,https://www.adventisteducation.org/schools/ANGM24,"At Vista Ridge Academy, our commitment to excellence is demonstrated in an environment that shares God’s love in a real and personal way and teaches students about a life-long and spirit-filled relationship with Jesus Christ."
168,Vista Ridge Academy Preschool,"3100 Ridgeview Dr, Erie, CO, 80516-7981, USA",3100 Ridgeview Dr,Erie,CO,80516-7981,USA,ECP,https://www.adventisteducation.org/schools/ANGM29,[]
169,Fairfield County SDA School,"827 Trumbull Ave, Bridgeport, CT, 06606-2438, USA",827 Trumbull Ave,Bridgeport,CT,06606-2438,USA,PK-08,https://www.adventisteducation.org/schools/AN4FFA,"At the Northeastern Adventist Academy- Fairfield County Campus, we are committed to educating children for Now and Eternity. Glorifying God in ALL that we do!"
170,Laurel Oaks Adventist School,"14 W Shepard Ave, Hamden, CT, 06514-1120, USA",14 W Shepard Ave,Hamden,CT,06514-1120,USA,PK-08,https://www.adventisteducation.org/schools/AN4M60,[]
171,Northeastern Adventist Academy Hartford,"474 Woodland St, Hartford, CT, 06112-1839, USA",474 Woodland St,Hartford,CT,06112-1839,USA,PK-10,https://www.adventisteducation.org/schools/AN4F45,"The NAA Hartford family exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve."
172,Northeastern Adventist EC Acad. Hartford,"474 Woodland St, Hartford, CT, 06112-1839, USA",474 Woodland St,Hartford,CT,06112-1839,USA,ECP,https://www.adventisteducation.org/schools/AN4F2U,[]
173,Dover First Christian School,"655 Wyoming Ave, Dover, DE, 19904-4306, USA",655 Wyoming Ave,Dover,DE,19904-4306,USA,PK-08,https://www.adventisteducation.org/schools/ANB8DF,[]
174,Sharon Temple Child Care Learning Center,"2001 N Washington St, Wilmington, DE, 19802-4025, USA",2001 N Washington St,Wilmington,DE,19802-4025,USA,ECP,https://www.adventisteducation.org/schools/ANB42J,[]
175,Sharon Temple Junior Academy,"2001 N Washington St, Wilmington, DE, 19802-4025, USA",2001 N Washington St,Wilmington,DE,19802-4025,USA,PK-08,https://www.adventisteducation.org/schools/ANB455,[]
176,Wilmington Jr. Academy,"3001 Mill Creek Rd, Wilmington, DE, 19808-1335, USA",3001 Mill Creek Rd,Wilmington,DE,19808-1335,USA,PK-08,https://www.adventisteducation.org/schools/ANB890,[]
177,Wilmington Jr. Academy Child Care,"3001 Mill Creek Rd, Wilmington, DE, 19808-1335, USA",3001 Mill Creek Rd,Wilmington,DE,19808-1335,USA,ECP,https://www.adventisteducation.org/schools/ANB8WC,[]
178,AdventHealth University,"671 Winyah Dr, Orlando, FL, 32803-1226, USA",671 Winyah Dr,Orlando,FL,32803-1226,USA,College,https://www.adventisteducation.org/schools/ANT1FM,[]
179,Adventist Christian Academy,"4416 Thys Rd, New Port Richey, FL, 34653-5800, USA",4416 Thys Rd,New Port Richey,FL,34653-5800,USA,PK-08,https://www.adventisteducation.org/schools/ANTB78,[]
180,Adventist Christian Academy,"2700 Lisenby Ave, Panama City, FL, 32405-2708, USA",2700 Lisenby Ave,Panama City,FL,32405-2708,USA,PK-08,https://www.adventisteducation.org/schools/ANTG72,[]
181,Beryl Wisdom Adventist School,"4955 Rose Ave, Orlando, FL, 32808-5950, USA",4955 Rose Ave,Orlando,FL,32808-5950,USA,PK-08,https://www.adventisteducation.org/schools/ANTBBF,[]
182,Bethel Jr. Academy-Florida City,"32900 SW 187th Ave, Florida City, FL, 33034-1610, USA",32900 SW 187th Ave,Florida City,FL,33034-1610,USA,PK-08,https://www.adventisteducation.org/schools/ANTTBE,[]
183,Bethel Jr. Academy-Riviera Beach,"2850 Avenue F, Riviera Beach, FL, 33404-3700, USA",2850 Avenue F,Riviera Beach,FL,33404-3700,USA,PK-08,https://www.adventisteducation.org/schools/ANTTPA,[]
184,Broward Junior Academy,"201 NW 46th Ave, Plantation, FL, 33317-3148, USA",201 NW 46th Ave,Plantation,FL,33317-3148,USA,PK-10,https://www.adventisteducation.org/schools/ANTTBS,[]
185,Children's Academy at Loch Haven,"200 E Evans St, Orlando, FL, 32804-4612, USA",200 E Evans St,Orlando,FL,32804-4612,USA,ECP,https://www.adventisteducation.org/schools/ANTBLH,[]
186,Cocoa Adventist Christian School,"1500 Cox Rd, Cocoa, FL, 32926-4742, USA",1500 Cox Rd,Cocoa,FL,32926-4742,USA,PK-08,https://www.adventisteducation.org/schools/ANTB18,[]
187,Daughter of Zion Junior Academy,"250 NW 3rd Ave, Delray Beach, FL, 33444-2712, USA",250 NW 3rd Ave,Delray Beach,FL,33444-2712,USA,PK-08,https://www.adventisteducation.org/schools/ANTTDA,[]
188,Daughter of Zion Junior Academy Day Care,"250 NW 3rd Ave, Delray Beach, FL, 33444-2712, USA",250 NW 3rd Ave,Delray Beach,FL,33444-2712,USA,ECP,https://www.adventisteducation.org/schools/ANTTD2,[]
189,Deltona Adventist School,"1717 Catalina Blvd # 200, Deltona, FL, 32738-9541, USA",1717 Catalina Blvd # 200,Deltona,FL,32738-9541,USA,PK-08,https://www.adventisteducation.org/schools/ANTB27,[]
190,East Pasco Adventist Academy,"38434 Centennial Rd, Dade City, FL, 33525-1633, USA",38434 Centennial Rd,Dade City,FL,33525-1633,USA,PK-08,https://www.adventisteducation.org/schools/ANTBEA,[]
191,Elim Child Development Center,"4824 2nd Avenue South, St Petersburg, FL, 33711, USA",4824 2nd Avenue South,St Petersburg,FL,33711,USA,ECP,https://www.adventisteducation.org/schools/ANTTD3,[]
192,Elim Junior Academy,"4824 2nd Ave S, Saint Petersburg, FL, 33711-1016, USA",4824 2nd Ave S,Saint Petersburg,FL,33711-1016,USA,PK-08,https://www.adventisteducation.org/schools/ANTT15,[]
193,Emerald Coast Christian School,"119 Saint Mary Ave SW, Fort Walton Beach, FL, 32548-6646, USA",119 Saint Mary Ave SW,Fort Walton Beach,FL,32548-6646,USA,PK-08,https://www.adventisteducation.org/schools/ANTGFW,"The Emerald Coast Christian School goal is to show children Jesus, nurture their love for Him and others, teach them to think, and to empower them to serve."
