School Name,Full Address,Street Address,Street Number,Street,City,County,State/Province,Zip (5-digit),Zip (full),Country,School Type,Website,Description,Latitude,Longitude,Preschool,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,University/College
Walker Memorial Academy,"1525 W Avon Blvd, Avon Park, FL, 33825-9512, USA",1525 W Avon Blvd,1525,W Avon Blvd,Avon Park,Highlands County,FL,33825,33825-9512,USA,PK-10,https://www.adventisteducation.org/schools/ANTBD3,,27.627821,-81.523756,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
West Coast Christian Academy,"1112 49th Ave E, Bradenton, FL, 34203-2648, USA",1112 49th Ave E,1112,49th Ave E,Bradenton,Manatee County,FL,34203,34203-2648,USA,PK-08,https://www.adventisteducation.org/schools/ANTBD7,,27.454571,-82.551237,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
West Palm Beach Junior Academy,"6300 Summit Blvd, West Palm Beach, FL, 33415-3551, USA",6300 Summit Blvd,6300,Summit Blvd,West Palm Beach,Palm Beach County,FL,33415,33415-3551,USA,PK-08,https://www.adventisteducation.org/schools/ANTBD9,,26.662622,-80.141838,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
William A Kirlew Jr Academy,"18900 NW 32nd Ave, Miami Gardens, FL, 33056-3026, USA",18900 NW 32nd Ave,18900,NW 32nd Ave,Miami Gardens,Miami-Dade County,FL,33056,33056-3026,USA,PK-08,https://www.adventisteducation.org/schools/ANTBMA,,25.947112,-80.255135,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Winter Haven Adventist Academy,"401 Avenue K SE, Winter Haven, FL, 33880-4126, USA",401 Avenue K SE,401,Ave K SE,Winter Haven,Polk County,FL,33880,33880-4126,USA,PK-08,https://www.adventisteducation.org/schools/ANTBE7,,28.01156,-81.722209,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Adventist Christian School,"4301 Wheeler Rd, Martinez, GA, 30907-8755, USA",4301 Wheeler Rd,4301,Wheeler Rd,Martinez,Columbia County,GA,30907,30907-8755,USA,PK-08,https://www.adventisteducation.org/schools/ANTF30,,33.48797,-82.124333,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Atlanta Adventist Academy,"2959 Duluth Highway 120 # 120, Duluth, GA, 30096-3701, USA",2959 Duluth Highway 120 # 120,2959,Duluth Hwy,Duluth,Gwinnett County,GA,30096,30096-3701,USA,09-12,https://www.adventisteducation.org/schools/ANTF1B,,33.988109,-84.133152,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Atlanta Adventist International School,"5241 Ash St, Forest Park, GA, 30297-3951, USA",5241 Ash St,5241,Ash St,Forest Park,Clayton County,GA,30297,30297-3951,USA,PK-08,https://www.adventisteducation.org/schools/ANTMIS,,33.611623,-84.364202,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Atlanta North SDA School,"5123 Chamblee Dunwoody Rd, Atlanta, GA, 30338-4801, USA",5123 Chamblee Dunwoody Rd,5123,Chamblee Dunwoody Rd,Atlanta,Dekalb County,GA,30338,30338-4801,USA,PK-08,https://www.adventisteducation.org/schools/ANTF27,,33.938638,-84.326016,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Berean Child Development Center,"401 Hamilton E Holmes Dr NW, Atlanta, GA, 30318-7303, USA",401 Hamilton E Holmes Dr NW,401,Hamilton E Holmes Dr NW,Atlanta,Fulton County,GA,30318,30318-7303,USA,ECP,https://www.adventisteducation.org/schools/ANTMBD,,33.766338,-84.469765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berean Christian Junior Academy,"401 Hamilton E. Holmes Dr., NW, Atlanta, GA, 30318, USA","401 Hamilton E. Holmes Dr., NW",401,Hamilton E Holmes Dr NW,Atlanta,Fulton County,GA,30318,30318,USA,PK-08,https://www.adventisteducation.org/schools/ANTMAT,,33.766338,-84.469765,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bethany Christian Academy,"1550 Edna Pl, Macon, GA, 31204-4911, USA",1550 Edna Pl,1550,Edna Pl,Macon,Bibb County,GA,31204,31204-4911,USA,PK-08,https://www.adventisteducation.org/schools/ANTM32,Welcome to B.C.A.! Bethany Christian Academy (BCA) has been in the business of preparing children for the Kingdom since 1986.,32.826445,-83.689002,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Carman Adventist School,"1330 Cobb Pkwy N, Marietta, GA, 30062-2422, USA",1330 Cobb Pkwy N,1330,Cobb Pkwy N,Marietta,Cobb County,GA,30062,30062-2422,USA,PK-08,https://www.adventisteducation.org/schools/ANTFB7,"Carman Adventist School provides a safe, nurturing environment where highly qualified teachers educate the whole child, in an inclusive family atmosphere.",33.984525,-84.562464,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Columbus SDA School,"7880 Schomburg Rd, Columbus, GA, 31909-2000, USA",7880 Schomburg Rd,7880,Schomburg Rd,Columbus,Muscogee County,GA,31909,31909-2000,USA,PK-08,https://www.adventisteducation.org/schools/ANTF48,,32.56808,-84.909582,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Conyers Adventist Academy,"3001 Old Salem Rd SE, Conyers, GA, 30013-2230, USA",3001 Old Salem Rd SE,3001,Old Salem Rd SE,Conyers,Rockdale County,GA,30013,30013-2230,USA,PK-08,https://www.adventisteducation.org/schools/ANTF2O,,33.610493,-83.993859,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Decatur Adventist Junior Academy,"2584 Young Rd, Stone Mountain, GA, 30088-4204, USA",2584 Young Rd,2584,Young Rd,Stone Mountain,Dekalb County,GA,30088,30088-4204,USA,PK-08,https://www.adventisteducation.org/schools/ANTMDF,"Decatur Adventist Junior Academy is a STEAMS School which encompasses Science, Technology, Engineering, Arts, and Math with emphasis on building a spiritual relationship with God.",33.730848,-84.18155,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Decatur Early Learning Center,"2584 Young Rd, Stone Mountain, GA, 30088-4204, USA",2584 Young Rd,2584,Young Rd,Stone Mountain,Dekalb County,GA,30088,30088-4204,USA,ECP,https://www.adventisteducation.org/schools/ANTMTU,,33.730848,-84.18155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglasville Adventist School,"2836 Bright Star Rd, Douglasville, GA, 30134-1425, USA",2836 Bright Star Rd,2836,Bright Star Rd,Douglasville,Douglas County,GA,30134,30134-1425,USA,PK-08,https://www.adventisteducation.org/schools/ANTF69,"Douglasville Adventist School, a Seventh-day Adventist Christian school, exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",33.728586,-84.776352,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Duluth Adventist Christian School,"2959 Duluth Highway 120 # 120, Duluth, GA, 30096-3701, USA",2959 Duluth Highway 120 # 120,2959,Duluth Hwy,Duluth,Gwinnett County,GA,30096,30096-3701,USA,PK-08,https://www.adventisteducation.org/schools/ANTF72,"DACS is a God-centered institution, SACS accredited Seventh-day Adventist pre-kindergarten to eighth grade school located in Duluth, GA.",33.988109,-84.133152,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Ebenezer SDA School,"1699 Olive Rd, Augusta, GA, 30904-4984, USA",1699 Olive Rd,1699,Olive Rd,Augusta,Richmond County,GA,30904,30904-4984,USA,PK-08,https://www.adventisteducation.org/schools/ANTM44,,33.45319,-82.007522,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Emanuel Junior Academy,"1534 E Broad Ave, Albany, GA, 31705-2259, USA",1534 E Broad Ave,1534,E Broad Ave,Albany,Dougherty County,GA,31705,31705-2259,USA,PK-08,https://www.adventisteducation.org/schools/ANTMAL,,31.575491,-84.114179,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Georgia-Cumberland Academy,"397 Academy Dr SW, Calhoun, GA, 30701-7407, USA",397 Academy Dr SW,397,Academy Dr SW,Calhoun,Gordon County,GA,30701,30701-7407,USA,09-12,https://www.adventisteducation.org/schools/ANTF21,"Georgia-Cumberland Academy teaches students to know Jesus as a friend, to love God and those around us, and to serve our church and community.",34.463011,-85.019762,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Greater Atlanta Adventist Academy,"401 Hamilton E Holmes Dr NW, Atlanta, GA, 30318-7303, USA",401 Hamilton E Holmes Dr NW,401,Hamilton E Holmes Dr NW,Atlanta,Fulton County,GA,30318,30318-7303,USA,09-12,https://www.adventisteducation.org/schools/ANTM2G,"Greater Atlanta Adventist Academy is a college preparatory high school that challenges students to GREATER EXPECTATIONS and ACHIEVEMENTS in their spiritual, academic, and social endeavors,",33.766338,-84.469765,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
John L. Coble Elementary School,"450 Academy Dr SW, Calhoun, GA, 30701-7406, USA",450 Academy Dr SW,450,Academy Dr SW,Calhoun,Gordon County,GA,30701,30701-7406,USA,PK-08,https://www.adventisteducation.org/schools/ANTF13,"We are learning, loving, and living for Jesus at John L. Coble Elementary School, an elementary school serving children in grades Pre-K to 8.",34.463661,-85.020581,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Josephine Edwards Christian School,"12472 Highway 515 N, Ellijay, GA, 30536-2575, USA",12472 Highway 515 N,12472,N Hwy 515,Ellijay,Gilmer County,GA,30536,30536-2575,USA,PK-08,https://www.adventisteducation.org/schools/ANTF78,,34.711224,-84.45365,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Learning Tree Elementary School,"300 S Tibbs Rd, Dalton, GA, 30720-8040, USA",300 S Tibbs Rd,300,S Tibbs Rd,Dalton,Whitfield County,GA,30720,30720-8040,USA,PK-08,https://www.adventisteducation.org/schools/ANTF60,"Above all, it is our desire that each student develops a personal relationship with Jesus Christ through studying His word and His works of creation.",34.767128,-84.994012,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lithonia Adventist Academy,"3533 Ragsdale Rd, Lithonia, GA, 30038-3421, USA",3533 Ragsdale Rd,3533,Ragsdale Rd,Lithonia,Dekalb County,GA,30038,30038-3421,USA,PK-08,https://www.adventisteducation.org/schools/ANTM64,,33.678571,-84.134432,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Mt. Olive Learning Center,"3366 Mount Olive Rd, East Point, GA, 30344-5614, USA",3366 Mount Olive Rd,3366,Mt Olive Rd,East Point,Fulton County,GA,30344,30344-5614,USA,ECP,https://www.adventisteducation.org/schools/ANTM23,,33.664517,-84.477357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Bethel Christian Academy,"2423 Woodruff Farm Rd, Columbus, GA, 31907-6855, USA",2423 Woodruff Farm Rd,2423,Woodruff Farm Rd,Columbus,Muscogee County,GA,31907,31907-6855,USA,PK-08,https://www.adventisteducation.org/schools/ANTM36,,32.483876,-84.898051,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Northeast Georgia Christian Academy,"367 Church St, Cleveland, GA, 30528-1030, USA",367 Church St,367,Church St,Cleveland,White County,GA,30528,30528-1030,USA,PK-08,https://www.adventisteducation.org/schools/ANTF3C,,34.600501,-83.757479,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Oglethorpe SDA School,"84 Buck Creek Bypass, Oglethorpe, GA, 31068, USA",84 Buck Creek Bypass,84,Buckcreek Byp,Oglethorpe,Macon County,GA,31068,31068,USA,PK-08,https://www.adventisteducation.org/schools/ANTFD9,,32.297416,-84.055651,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Ramah Junior Academy,"3400 Florance St, Savannah, GA, 31405-1883, USA",3400 Florance St,3400,Florance St,Savannah,Chatham County,GA,31405,31405-1883,USA,PK-08,https://www.adventisteducation.org/schools/ANTM76,"Ramah Junior Academy provides a Christ-centered learning environment that promotes academic excellence, while preparing its students for citizenship in this world and the world to come.",32.049654,-81.11222,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Savannah Adventist Christian Preschool,"50 Godley Way, Pooler, GA, 31322-4020, USA",50 Godley Way,50,Godley Way,Pooler,Chatham County,GA,31407,31322-4020,USA,ECP,https://www.adventisteducation.org/schools/ANTF2T,,32.153104,-81.2446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah Adventist Christian School,"50 Godley Way, Pooler, GA, 31322-4020, USA",50 Godley Way,50,Godley Way,Pooler,Chatham County,GA,31407,31322-4020,USA,PK-10,https://www.adventisteducation.org/schools/ANTFG7,"Savannah Adventist Christian School, located in Pooler, Georgia, provides preschool to high school education to children and youth throughout greater Savannah.",32.153104,-81.2446,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Shoal Creek Adventist School,"171 Gordon Rd, Newnan, GA, 30263-5238, USA",171 Gordon Rd,171,Gordon Rd,Newnan,Coweta County,GA,30263,30263-5238,USA,PK-08,https://www.adventisteducation.org/schools/ANTFE7,,33.3259,-84.771858,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Valdosta Christian Academy,"2285 E Park Ave, Valdosta, GA, 31602-4424, USA",2285 E Park Ave,2285,E Park Ave,Valdosta,Lowndes County,GA,31602,31602-4424,USA,PK-08,https://www.adventisteducation.org/schools/ANTFA3,"Open to students in grades K-8, Valdosta Christian Academy was founded on Christian principles to prepare young people for service to God and man.",30.872281,-83.241006,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Wimbish Adventist School,"640 Wimbish Rd, Macon, GA, 31210-4316, USA",640 Wimbish Rd,640,Wimbish Rd,Macon,Bibb County,GA,31210,31210-4316,USA,PK-08,https://www.adventisteducation.org/schools/ANTFB3,,32.87862,-83.686278,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Adventist Malama Elementary School,"86-072 Farrington Hwy, Waianae, HI, 96792-3042, USA",86-072 Farrington Hwy,86-72,Farrington Hwy,Waianae,Honolulu County,HI,96792,96792-3042,USA,K-08,https://www.adventisteducation.org/schools/ANPBAD,"Providing quality Christian education since 1998 in the Waianae community. With low student per teacher ratio, your keiki will grow physically, mentally, socially, and best of all, spiritually!",21.437962,-158.185259,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Hawaiian Mission Academy,"1438 Pensacola St, Honolulu, HI, 96822-5829, USA",1438 Pensacola St,1438,Pensacola St,Honolulu,Honolulu County,HI,96822,96822-5829,USA,09-12,https://www.adventisteducation.org/schools/ANPB26,"Hawaiian Mission Academy is a 9-12 boarding academy, providing an education in a Christ-centered environment.",21.305694,-157.843867,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Hawaiian Mission Academy Ka Lama Iki,"1415 Makiki St, Honolulu, HI, 96814-1347, USA",1415 Makiki St,1415,Makiki St,Honolulu,Honolulu County,HI,96814,96814-1347,USA,K-08,https://www.adventisteducation.org/schools/ANPB15,Hawaiian Mission Academy Ka Lama Iki is a Seventh-day Adventist Christian school serving students in Kindergarten to 8th grade. Ka Lama Iki encourages all learners to be independent thinkers and lifelong learners.,21.301297,-157.836693,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Hawaiian Mission Academy Maui,"261 S Puunene Ave, Kahului, HI, 96732-2426, USA",261 S Puunene Ave,261,S Puunene Ave,Kahului,Maui County,HI,96732,96732-2426,USA,K-08,https://www.adventisteducation.org/schools/ANPB40,"Hawaiian Mission Academy Maui, a Seventh-day Adventist Christian school, is dedicated to inspire each student into a personal relationship with God, developing skills for academic excellence, and learning how to be of service.",20.884673,-156.463631,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Hawaiian Mission Academy Windward Campus,"160 Mookua St, Kailua, HI, 96734-2340, USA",160 Mookua St,160,Mookua St,Kailua,Honolulu County,HI,96734,96734-2340,USA,K-08,https://www.adventisteducation.org/schools/ANPB55,Hawaiian Mission Academy Windward Campus is a Kindergarten through eighth-grade elementary school providing students a place to journey to their highest potential.,21.402374,-157.741365,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Kahili Adventist Preschool,"PO Box 1147, Kapaa, HI, 96746-1147, USA",PO Box 1147,1147,PO Box,Kapaa,Kauai County,HI,96746,96746-1147,USA,ECP,https://www.adventisteducation.org/schools/ANPBAP,,22.074197,-159.406197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kahili Adventist School,"4-1132 Kuhio Hwy, Kapaa, HI, 96746-1628, USA",4-1132 Kuhio Hwy,4-1132,Kuhio Hwy,Kapaa,Kauai County,HI,96746,96746-1628,USA,K-08,https://www.adventisteducation.org/schools/ANPB20,Kahili Adventist School is dedicated to leading students into a personal relationship with Jesus Christ by teaching them that a rewarding life is based upon unselfish service to others and achievement of their highest academic potential.,22.069789,-159.319123,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Kohala Adventist School,"55-3361 Akoni Pule Highway, Hawi, HI, 96719, USA",55-3361 Akoni Pule Highway,55,Akoni Pule Hwy,Hawi,Hawaii County,HI,96719,96719,USA,K-08,https://www.adventisteducation.org/schools/ANPB25,"KOA School, a Seventh-day Adventist Christian School, strives to guide learners to live a life of faith in God and to use their knowledge and gifts to serve God and their community.",20.238693,-155.836267,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Kona Adventist Christian School,"82-1013 Kinue Rd, Captain Cook, HI, 96704-8286, USA",82-1013 Kinue Rd,82,Kinue Rd,Captain Cook,Hawaii County,HI,96704,96704-8286,USA,PK-08,https://www.adventisteducation.org/schools/ANPB30,Kona Adventist Christian School offers a well-rounded Christian education that supports family values and recognizes each student's need for individualized attention.,19.489789,-155.908824,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Maui Adventist Pre-Elementary School,"261 S Puunene Ave, Kahului, HI, 96732-2426, USA",261 S Puunene Ave,261,S Puunene Ave,Kahului,Maui County,HI,96732,96732-2426,USA,ECP,https://www.adventisteducation.org/schools/ANPBMP,,20.884673,-156.463631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauna Loa Preschool,"172 Kapiolani St, Hilo, HI, 96720-2646, USA",172 Kapiolani St,172,Kapiolani St,Hilo,Hawaii County,HI,96720,96720-2646,USA,ECP,https://www.adventisteducation.org/schools/ANPBMA,,19.719711,-155.088692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauna Loa School,"172 Kapiolani St, Hilo, HI, 96720-2646, USA",172 Kapiolani St,172,Kapiolani St,Hilo,Hawaii County,HI,96720,96720-2646,USA,K-08,https://www.adventisteducation.org/schools/ANPB45,,19.719711,-155.088692,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Beacon Christian School,"615 Stewart Ave, Lewiston, ID, 83501-4620, USA",615 Stewart Ave,615,Stewart Ave,Lewiston,Nez Perce County,ID,83501,83501-4620,USA,PK-08,https://www.adventisteducation.org/schools/ANII13,,46.39187,-117.00017,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Boise Valley Adventist School,"925 N Cloverdale Rd, Boise, ID, 83713-8919, USA",925 N Cloverdale Rd,925,N Cloverdale Rd,Boise,Ada County,ID,83713,83713-8919,USA,PK-08,https://www.adventisteducation.org/schools/ANI820,"Boise Valley Adventist School (BVAS) is a Seventh-day Adventist Christian school whose mission is to reflect Christ's character, to achieve the highest intellectual potential, to serve others, and to embrace healthful living.",43.61413,-116.334952,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Boise Valley Adventist School Preschool,"925 N Cloverdale Rd, Boise, ID, 83713-8919, USA",925 N Cloverdale Rd,925,N Cloverdale Rd,Boise,Ada County,ID,83713,83713-8919,USA,ECP,https://www.adventisteducation.org/schools/ANI828,,43.61413,-116.334952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caldwell Adventist Elementary School,"2317 Wisconsin Ave, Caldwell, ID, 83605-5537, USA",2317 Wisconsin Ave,2317,Wisconsin Ave,Caldwell,Canyon County,ID,83605,83605-5537,USA,PK-08,https://www.adventisteducation.org/schools/ANI825,"Caldwell Adventist Elementary School offers a higher standard of education that rests on the four principles of faith, learning, citizenship, and life.",43.648734,-116.676257,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Cornerstone Christian School,"513357 Highway 95, Bonners Ferry, ID, 83805-5864, USA",513357 Highway 95,513357,Highway 95,Bonners Ferry,Boundary County,ID,83805,83805-5864,USA,PK-08,https://www.adventisteducation.org/schools/ANII15,,48.774019,-116.295051,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Desert View Christian School,"2425 American Legion Blvd, Mountain Home, ID, 83647-3146, USA",2425 American Legion Blvd,2425,American Legion Blvd,Mountain Home,Elmore County,ID,83647,83647-3146,USA,PK-08,https://www.adventisteducation.org/schools/ANI8DE,,43.1338,-115.670099,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Eagle Adventist Christian Center,"538 W State St, Eagle, ID, 83616-4906, USA",538 W State St,538,W State St,Eagle,Ada County,ID,83616,83616-4906,USA,ECP,https://www.adventisteducation.org/schools/ANI824,,43.695738,-116.361053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle Adventist Christian School,"538 W State St, Eagle, ID, 83616-4906, USA",538 W State St,538,W State St,Eagle,Ada County,ID,83616,83616-4906,USA,PK-08,https://www.adventisteducation.org/schools/ANI830,Eagle Adventist Christian School provides a Christ-centered atmosphere where students can develop a personal relationship with Jesus and grow academically and socially.,43.695738,-116.361053,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Gem State Adventist Academy,"16115 S Montana Ave, Caldwell, ID, 83607-8365, USA",16115 S Montana Ave,16115,S Montana Ave,Caldwell,Canyon County,ID,83607,83607-8365,USA,09-12,https://www.adventisteducation.org/schools/ANI826,,43.606221,-116.684306,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Hilltop Adventist School,"131 Grandview Dr, Twin Falls, ID, 83301-5460, USA",131 Grandview Dr,131,Grandview Dr,Twin Falls,Twin Falls County,ID,83301,83301-5460,USA,PK-08,https://www.adventisteducation.org/schools/ANI8HS,"Hilltop Seventh-day Adventist School educates its students for today, tomorrow and eternity through keeping Christ as the center of all the curriculum.",42.56347,-114.498368,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lake City Academy,"125 E Locust Ave, Coeur D Alene, ID, 83814-3424, USA",125 E Locust Ave,125,E Locust Ave,Coeur D Alene,Kootenai County,ID,83814,83814-3424,USA,PK-08,https://www.adventisteducation.org/schools/ANII54,,47.694463,-116.784138,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lake City Academy Preschool,"125 E Locust Ave, Coeur D Alene, ID, 83814-3424, USA",125 E Locust Ave,125,E Locust Ave,Coeur D Alene,Kootenai County,ID,83814,83814-3424,USA,ECP,https://www.adventisteducation.org/schools/ANII28,,47.694463,-116.784138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orofino Adventist Christian School,"46420 US-12, Orofino, ID, 83544, USA",46420 US-12,46420,Highway 12,Orofino,Clearwater County,ID,83544,83544,USA,PK-08,https://www.adventisteducation.org/schools/ANII69,,46.456083,-116.221203,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
